k,epsilonLabel,hInv,HInv,H0Inv,m,ndof,ncoarse,estimateGB,exactIter,threeIter,coarseIter,exactFlag,threeFlag,coarseFlag,exactRelres,threeRelres,coarseRelres,innerCoarseCalls,innerCoarsePrimalCalls,innerCoarseAdjointCalls,innerCoarseIterMean,innerCoarseIterMax,innerCoarseFlagMax,innerCoarseRelresMax,sContract,sFovPositive,maxNormEPower,maxAlpha,basisContainedTrial,basisContainedTest,basisSafeTrial,basisSafeTest,pouExact,tildeLayers,omegaDiameterMax,localCoarseDofMax,localFineDofMax,basisKernelTrial,basisKernelTest,exactResvecLength,threeResvecLength,coarseResvecLength,status,notes
64,zero,512,32,4,2,263169,1089,0.607095301151276,13,46,40,0,0,0,7.88103428517917e-07,8.0621316540069e-07,8.13206708879425e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.618718433538229,399,93729,NaN,NaN,14,47,41,ran,NaN
64,k,512,32,4,2,263169,1089,0.607095301151276,13,41,35,0,0,0,6.51775911319379e-07,7.62078644831405e-07,6.99554696411055e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.618718433538229,399,93729,NaN,NaN,14,42,36,ran,NaN
64,zero,512,32,4,3,263169,1089,0.808574259281158,13,44,39,0,0,0,4.7073896667805e-07,9.95113945774325e-07,7.49509622369491e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,0.707106781186548,553,131713,NaN,NaN,14,45,40,ran,NaN
64,k,512,32,4,3,263169,1089,0.808574259281158,13,40,34,0,0,0,4.37701609585083e-07,7.68192226051263e-07,6.76862817611564e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,0.707106781186548,553,131713,NaN,NaN,14,41,35,ran,NaN
64,zero,512,32,4,4,263169,1089,1.07652050256729,12,42,39,0,0,0,4.58787131709744e-07,9.95119312193475e-07,7.24524326476554e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,0.795495128834866,657,157377,NaN,NaN,13,43,40,ran,NaN
64,k,512,32,4,4,263169,1089,1.07652050256729,12,37,34,0,0,0,5.50226768777515e-07,9.98762401868733e-07,6.3428621833923e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,0.795495128834866,657,157377,NaN,NaN,13,38,35,ran,NaN
64,zero,512,32,4,5,263169,1089,1.41093403100967,12,42,39,0,0,0,4.81530257930154e-07,9.0041663294813e-07,7.40009750929846e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6,0.883883476483184,769,185089,NaN,NaN,13,43,40,ran,NaN
64,k,512,32,4,5,263169,1089,1.41093403100967,12,37,34,0,0,0,5.63748272985635e-07,9.23982478064583e-07,6.63413291222337e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,6,0.883883476483184,769,185089,NaN,NaN,13,38,35,ran,NaN
64,zero,512,32,8,1,263169,1089,0.472083628177643,25,80,71,0,1,0,6.9599193905716e-07,1.20835891063659e-05,8.64182446885941e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.353553390593274,149,33089,NaN,NaN,26,81,72,ran,NaN
64,k,512,32,8,1,263169,1089,0.472083628177643,23,80,62,0,1,0,6.01042510208196e-07,2.02656151246403e-06,8.41710178138009e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,0.353553390593274,149,33089,NaN,NaN,24,81,63,ran,NaN
64,zero,512,32,8,2,263169,1089,0.607095301151276,13,80,76,0,1,0,5.27516019152132e-07,1.20362102981352e-06,9.16570081915209e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.441941738241592,247,56737,NaN,NaN,14,81,77,ran,NaN
64,k,512,32,8,2,263169,1089,0.607095301151276,12,70,65,0,0,0,9.49500699553179e-07,8.82310392391691e-07,9.99524447420235e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,0.441941738241592,247,56737,NaN,NaN,13,71,66,ran,NaN
64,zero,512,32,8,3,263169,1089,0.808574259281158,12,69,64,0,0,0,5.93006490736993e-07,8.50834246410984e-07,8.47226440982192e-07,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,0.530330085889911,369,86529,NaN,NaN,13,70,65,ran,NaN
